what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358200074439
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358200075382
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358200076789
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358200118479
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358200130358
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358200135333
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358200149673
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358200153959
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358200159982
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358200161050
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358200170108
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358200185219
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358200201240
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358200201341
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358200211468
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358200229116
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358200230861
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358200332694
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358200391992
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358200570071
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358200571293
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358200608411
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358200620562
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358200698720
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358200702804
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358200802518
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358200810468
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358200832320
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358200936614
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358200988746
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358200989399
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1358201040385
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1358201045314
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1358201048937
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358201088880
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358201090049
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358201091188
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358201101432
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358201103715
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1358201134365
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1358201134411
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358201142638
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358201143106
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358201152539
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358201165683
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358201168362
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358201169580
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358201171426
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358201178774
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358201180072
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358201292191
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358201293302
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358201299281
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358201315206
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358201354099
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358201356482
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358201371845
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1358201420983
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358201422406
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1358201452643
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1358201455630
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358201486948
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358201545754
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358201571148
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358201571302
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1358201590327
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1358201592241
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358201595490
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358201661958
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358201687667
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358201755372
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358201755485
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358201756662
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358201756662
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1358201758123
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358201772491
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358201811020
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358201813456
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358201814144
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358201823126
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358201868308
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358201929807
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358201973149
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1358202006404
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1358202007946
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1358202150295
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1358202152891
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358202178155
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358202179761
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358202203198
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358202206425
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358202245640
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358202247792
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1358202252312
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358202253215
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1358202257423
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358202312579
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1358202319835
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1358202323417
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1358202324297
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1358202326080
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358202377740
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1358202412553
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1358202414137
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358202417372
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358202419772
