what,kind,bundleId,bundleVersion,description,time
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1358689073805
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1358689073805
java.vm.specification.version,sysinfo,,,"1.0",1358689073805
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1358689073805
java.vm.version,sysinfo,,,"11.3-b02",1358689073805
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1358689074156
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1358689074696
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358689075001
started,bundle,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.adt",1358689075059
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1358689077829
started,bundle,com.android.ide.eclipse.traceview,16.0.1.v201112150204-238534,"com.android.ide.eclipse.traceview",1358689079960
started,bundle,org.eclipse.wb.core.lib,1.1.0.r37x201109091012,"org.eclipse.wb.core.lib",1358689080055
started,bundle,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core",1358689080546
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358689198815
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1358689198844
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358689200249
error,log,,,"Unable to create editor ID org.eclipse.jdt.ui.CompilationUnitEditor: The file does not exist.",1358689203636
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358689203712
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358689203716
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358689203743
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358689203745
error,log,,,"Unable to create editor ID org.eclipse.jdt.ui.CompilationUnitEditor: The file does not exist.",1358689205621
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358689205626
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358689205627
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358689205634
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358689205634
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1358689206738
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358689206738
started,bundle,org.eclipse.m2e.core,1.0.100.20110804-1717,"org.eclipse.m2e.core",1358689210818
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358689211367
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358689211443
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1358689212319
error,log,,,"Unable to update index for central|http://repo1.maven.org/maven2",1358689215115
started,bundle,org.eclipse.wst.sse.ui,1.3.1.v201108191312,"org.eclipse.wst.sse.ui",1358689215216
started,bundle,org.eclipse.wst.xml.core,1.1.601.v201108302147,"org.eclipse.wst.xml.core",1358689215275
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1358689215505
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1358689215575
started,bundle,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui",1358689215633
started,bundle,org.eclipse.wst.validation,1.2.302.v201107140600,"org.eclipse.wst.validation",1358689215966
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1358689215986
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1358689216088
started,bundle,org.eclipse.emf.common,2.7.0.v20110912-0920,"org.eclipse.emf.common",1358689216124
started,bundle,org.eclipse.wst.common.frameworks,1.2.101.v201107192200,"org.eclipse.wst.common.frameworks",1358689217698
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1358689218219
opened,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1358689220218
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1358689220817
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358689224829
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358689261043
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1358689261083
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1358689261383
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1358689261851
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358689262049
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1358689266061
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1358689294814
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358689297688
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358689332048
started,bundle,org.eclipse.wb.os,1.1.0.r37x201109091012,"org.eclipse.wb.os",1358689423261
started,bundle,org.eclipse.wb.os.win32,1.1.0.r37x201109091012,"org.eclipse.wb.os.win32",1358689423268
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358689464154
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358689483350
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1358689491104
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358689496453
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358689497261
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358689508276
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110518-0800,"org.eclipse.jdt.junit.core",1358690703412
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1358690703413
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358690703760
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1358690703913
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358690741326
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358690753201
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1358690755122
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358690758538
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358690782725
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1358690784639
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358690788093
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358690855557
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1358690855672
opened,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1358690857798
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1358690857835
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358690876455
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358690882724
started,bundle,org.eclipse.m2e.editor.xml,1.0.100.20110804-1717,"org.eclipse.m2e.editor.xml",1358690882795
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1358690883669
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1358690883794
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358690897391
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358690903460
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1358690903544
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358690913022
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358690919388
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1358690921372
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358690937777
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358691025493
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358691061737
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358691085522
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358691103414
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358691106293
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1358691115502
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358691117111
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358691122526
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1358691123440
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358691132408
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358691138307
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358691147025
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358691199255
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358691203616
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358691220803
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358691223325
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358691223419
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358691257172
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358691276559
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358691290108
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358691481809
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1358691482177
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1358691494125
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358691496494
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358691507721
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358691521517
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1358691530770
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358691538706
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358691541791
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1358691547951
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1358691547978
activated,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1358691563530
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1358691563562
closed,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1358691563587
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358691566566
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1358691649764
